RESEARCH_ORG_CLEAN,total_funding,total_publications,avg_field_citation_ratio,avg_relative_citation_ratio,num_grants,dominant_field,impact_efficiency,cost_per_impact
UNIVERSITY OF FLORIDA GAINESVILLE,2370180.0,53.666666666666664,3.659952380952381,2.36375,40,Physical Sciences,8.287026489314923e-05,12067.054465065052
UNIVERSITY OF GLASGOW,14091051.11215278,192.70177700122545,11.484615368036147,2.085762630849937,80,Other,0.00015705753758053315,6367.093330285011
UNIVERSITY OF ILLINOIS AT URBANACHAMPAIGN,926168066.6008991,9469.481696081695,5.650209739072431,1.7061970593009252,1143,Engineering & CS,5.7769814823711584e-05,17310.077988852245
UNIVERSITY OF IOWA,584989147.6907716,3483.699483043838,4.6915072618340465,1.6381317880389932,800,Biomedical,2.793864037865383e-05,35792.72242481912
UNIVERSITY OF IOWA THE,16839284.0,116.0,3.8699753968253967,1.3250000000000002,36,Defense,2.6658921248180505e-05,37510.89515927997
UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,223433839.2222222,1208.2962962962963,4.617450217851892,1.4111640473053517,274,Physical Sciences,2.497047007733674e-05,40047.303751305924
UNIVERSITY OF KANSAS LAWRENCE,60618221.0,453.0,2.713791258723317,1.4112498112998113,75,Biomedical,2.028016361947776e-05,49309.266866050624
UNIVERSITY OF LEEDS,14810055.64720109,155.4678226354221,8.245088349905727,2.2143969461304476,100,Other,8.655240491542521e-05,11553.693984322575
UNIVERSITY OF LIVERPOOL,10309664.755782047,137.88138790881993,9.772422759978157,3.3096852467480486,64,Other,0.0001306963170283337,7651.325016168663
UNIVERSITY OF MANCHESTER,7375692.978081534,110.070813430134,9.402143803159422,2.5268551908926513,47,Other,0.0001403124587040547,7126.950872617717
UNIVERSITY OF MARYLAND,111928265.4659522,801.2922493038901,9.73502690188921,1.2086033170558104,79,Physical Sciences,6.969286596888767e-05,14348.670930628976
UNIVERSITY OF MARYLAND COLLEGE PARK,557755937.9342105,3791.3508771929824,6.770516914792606,1.6832964285227123,1011,Physical Sciences,4.602264807618538e-05,21728.43245231372
UNIVERSITY OF MIAMI,195714500.5055419,997.4386529763211,6.36322708887642,1.6242226170654743,316,Other,3.2429526885932566e-05,30836.09586773789
UNIVERSITY OF MIAMI CORAL GABLES,67777665.0,464.0,3.9983905478386483,1.784589761904762,59,Biomedical,2.7372633952455176e-05,36532.83793357071
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,427646756.0,2078.0,5.87537946786449,2.0487246213637813,301,Biomedical,2.8549353790076246e-05,35027.06251612602
UNIVERSITY OF MICHIGAN,115612026.85463518,316.8832538197558,12.484621674533368,2.902938780026202,316,Other,3.421934245568647e-05,29223.238327708514
UNIVERSITY OF MICHIGAN ANN ARBOR,23836052.833333332,124.16666666666667,7.782114809081527,1.8466666666666667,70,Social Sciences,4.053855989569175e-05,24667.871837901064
UNIVERSITY OF MICHIGAN AT ANN ARBOR,1764115981.0,11433.0,8.071299042923954,2.692139983747536,1558,Biomedical,5.23090108312723e-05,19117.165171132663
UNIVERSITY OF MINNESOTA,1100509596.9917347,5111.449134961379,6.049152063733,2.1705144406790544,979,Biomedical,2.8096014035623267e-05,35592.23734484501
UNIVERSITY OF MINNESOTATWIN CITIES,363381051.3333333,3775.0,5.292147371922165,1.832069799436719,594,Physical Sciences,5.4977705237250446e-05,18189.191340100613
UNIVERSITY OF MISSOURICOLUMBIA,355754883.0,1810.0,4.852804817813553,1.9740431938868022,466,Biomedical,2.4689968121231748e-05,40502.27991748867
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,419184757.66584456,2346.855253042921,5.632689485814382,1.2063756899073597,550,Physical Sciences,3.153527571506022e-05,31710.520276898438
UNIVERSITY OF NOTRE DAME,310101125.4880952,3007.4857142857145,5.063796741496362,1.8443401604631358,535,Engineering & CS,4.911074197530287e-05,20362.143999023403
UNIVERSITY OF NOTRE DAME DU LAC,178398667.60606062,1070.7727272727273,5.607376760228875,0.9433657195265501,100,Defense,3.365622729680076e-05,29712.183459583914
UNIVERSITY OF NOTTINGHAM,17367490.87384748,183.2909924936755,7.42905672728872,2.239158681406752,86,Other,7.840390939182965e-05,12754.466043299219
UNIVERSITY OF OREGON,171872962.15162653,868.9096790890269,5.013651494608472,1.7100684471540635,274,Biomedical,2.5346687790260093e-05,39452.886636504336
UNIVERSITY OF OREGON EUGENE,146740514.0,883.0,11.598454469646079,2.0743947550034507,224,Physical Sciences,6.979282692643074e-05,14328.120009440356
UNIVERSITY OF OXFORD,36824891.41050696,477.7715574176772,10.22524987551171,3.342912994275816,222,Other,0.00013266389582928262,7537.845875465931
UNIVERSITY OF PENNSYLVANIA,2065247557.2341437,14071.72553961909,7.0420467634943416,2.2457764144771217,2059,Biomedical,4.798153564978201e-05,20841.350458205754
UNIVERSITY OF PITTSBURGH,339866617.78368,2443.778400738695,5.214359762747383,1.560781628619591,676,Other,3.749335502551052e-05,26671.392819330224
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1794910659.0,8956.0,7.026382472751801,2.2917691742456485,1364,Biomedical,3.5059283374596714e-05,28523.11581258905
UNIVERSITY OF PITTSBURGH THE,40971950.0,130.0,7.684445028011204,0.8775,47,Defense,2.4381994355686185e-05,41013.87218009865
UNIVERSITY OF PITTSBURGHOF THE COMMONWEALTH SYSTEM OF HIGHER ED,107068967.0,154.0,3.7119766666666667,1.4432070105820107,88,Other,5.339029811193253e-06,187299.94687489932
UNIVERSITY OF READING,4555080.904350121,53.02215257679283,10.131676150946468,2.382612640077737,20,Other,0.00011793495878879021,8479.25000585196
UNIVERSITY OF ROCHESTER,859724812.73352,4763.990404040404,5.22864088288032,1.6706810682798157,839,Biomedical,2.8973451298928646e-05,34514.35556236192
UNIVERSITY OF SHEFFIELD,11752017.48309523,84.28964753659655,6.512021277297765,1.5692060849883565,66,Engineering & CS,4.670653179369491e-05,21410.281637203338
UNIVERSITY OF SOUTH FLORIDA,500896669.127383,2286.0016816143498,5.477127497955539,1.474395973713946,546,Biomedical,2.499661795027512e-05,40005.412011707514
UNIVERSITY OF SOUTHAMPTON,10786583.295437332,119.44389072522682,8.32333373378856,1.7274929674751298,72,Other,9.216740257211606e-05,10849.822953593093
UNIVERSITY OF SOUTHERN CALIFORNIA,1239950068.8478665,8354.58757225149,6.714605721577123,2.5242926267603916,1473,Biomedical,4.524195201358531e-05,22103.378733519694
UNIVERSITY OF STRATHCLYDE,6123904.163841671,89.05447690122274,11.091339405787041,2.7236438834316057,41,Other,0.00016129145762082842,6199.956369362395
UNIVERSITY OF SURREY,9437079.279824762,77.48871447885982,6.435605741781323,1.9624704756361657,41,Other,5.284334284332345e-05,18923.85958558536
UNIVERSITY OF TECHNOLOGY SYDNEY,4849110.104206337,64.64025060960545,6.162060376849356,1.5922022107871163,33,Other,8.21423144600375e-05,12173.99347186039
UNIVERSITY OF TEXAS AT AUSTIN,1562515406.7590947,7291.950313051827,7.059552958232072,1.5582630503470742,1467,Engineering & CS,3.294553716469246e-05,30353.124764700886
UNIVERSITY OF TEXAS AUSTIN,36128872.588435374,83.33333333333333,6.339342592592592,0.65,48,Physical Sciences,1.4622060184402616e-05,68389.81562028463
UNIVERSITY OF TORONTO,831859028.177881,378.45613707892517,7.709576123834473,2.10301620150303,13868,Engineering & CS,3.507489008965101e-06,285104.2433615648
UNIVERSITY OF UTAH,1078653290.2972274,6606.1591702520545,5.148338969495692,1.8656047396406323,1349,Biomedical,3.153074950110075e-05,31715.07229680949
UNIVERSITY OF UTAH THE,10371934.0,102.0,2.340280753968254,0.8796666666666667,32,Defense,2.3014862696268785e-05,43450.18317932967
UNIVERSITY OF VIRGINIA,633246653.7301112,3443.5425705396315,5.764835411866701,1.8888012502337266,748,Biomedical,3.134869491371685e-05,31899.254586271232
UNIVERSITY OF VIRGINIA MAIN CAMPUS,197457066.0,2283.0,5.5612512842770565,1.272335148340663,358,Engineering & CS,6.429922686081297e-05,15552.286533159668
UNIVERSITY OF WARWICK,12582426.304544432,145.20677117576116,11.820431011303363,2.072711717954106,79,Other,0.00013641300807279745,7330.679193485311
UNIVERSITY OF WASHINGTON,2829444403.765024,15453.692682269348,7.101340360137386,2.4331963442023063,2855,Biomedical,3.878568223914563e-05,25782.710068993438
UNIVERSITY OF WASHINGTON FOUNDATION,350326023.0,142.0,11.824574658146085,2.448097222222222,112,Other,4.792934270420282e-06,208640.45771950722
UNIVERSITY OF WASHINGTON SEATTLE,8882295.763725491,51.768983957219255,7.147533443036315,1.2156181460790398,38,Other,4.165821021828233e-05,24004.871903045296
UNIVERSITY OF WISCONSIN MADISON,55686633.450193666,177.1080371383003,4.794598971033313,1.1573936924167256,149,Physical Sciences,1.524893785120837e-05,65578.33796409349
UNIVERSITY OF WISCONSINMADISON,1587712957.5714464,9803.790006122235,5.756196861421949,1.937126610302623,1698,Biomedical,3.5543292000085124e-05,28134.704011029848
UNIVERSITY OF YORK,9499081.559765995,100.23427466058588,8.958608075317526,2.614682646482362,54,Other,9.453120038481282e-05,10578.517948880906
UTAH UNIVERSITY OF,77069751.0,53.0,4.720642857142857,2.0273076923076925,52,Other,3.246332941033784e-06,308039.8770440204
VANDERBILT UNIVERSITY,570287359.3196647,4513.0264055269035,6.280499222658006,2.2259672962255066,926,Biomedical,4.970136260000635e-05,20120.172721378713
VANDERBILT UNIVERSITY THE,18964448.0,171.0,5.285963010204081,0.39878787878787875,34,Defense,4.766285181329285e-05,20980.70010408204
WASHINGTON UNIVERSITY,1935178263.7864718,13030.0,7.449475932307788,2.4897897816502574,1644,Biomedical,5.015903351872334e-05,19936.588284276262
WASHINGTON UNIVERSITY IN ST LOUIS,68408032.73837334,200.32783199751577,6.648304311132456,1.8339559194890078,130,Other,1.9469064315919286e-05,51363.5367254054
WASHINGTON UNIVERSITY IN STLOUIS,20557734.133333333,79.5,7.717659090909091,2.647851851851852,115,Other,2.9845404836344582e-05,33505.995495234114
WASHINGTON UNIVERSITY OF,69868566.0,82.0,6.804126984126984,2.3304021164021167,62,Other,7.985542635845892e-06,125226.30528715123
WASHINGTON UNIVERSITY SCHOOL OF MEDICINE IN ST LOUIS,8904175.5,50.0,4.223550264550265,1.3697916666666667,65,Other,2.3716683619669585e-05,42164.41118144543
WASHINGTON UNIVERSITY THE,31821208.0,259.0,7.76683189033189,2.2598148148148147,63,Physical Sciences,6.321599920392587e-05,15818.780254886766
WEILL MEDICAL COLL OF CORNELL UNIV,781794190.0,4776.0,8.805069781064937,2.800211179884265,653,Biomedical,5.379038858598596e-05,18590.681835314546
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,19768865.285714287,113.16666666666667,14.244718855218855,3.774833333333333,103,Other,8.154374705632923e-05,12263.356003363624
WILLIAM MARSH RICE UNIVERSITY,383087501.5,3213.5,7.790023412067269,1.6849596842819696,461,Physical Sciences,6.534601138554287e-05,15303.152844325548
WISCONSIN UNIVERSITY OF MADISON,68814638.0,123.0,7.169328703703704,1.888947619047619,48,Other,1.2814532724208411e-05,78036.3998845516
YALE UNIVERSITY,2152712584.0951734,12652.531957933013,8.254348745567711,2.5254280243815677,2338,Biomedical,4.851479573577967e-05,20612.268583921912
